,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,meanest,actual
250,AMD,30/09/2014,2014,2,2932,1505,0,1441,765,4.19,-0.05,-232,-174,40,0.04,0.03
251,AMD,31/12/2014,2014,3,3020,1566,0,1429,775,3.41,0.02,-214,-55,40,0.01,0
252,AMD,31/03/2015,2014,4,2736,1440,0,1239,776,2.67,-0.47,-98,-12,46,-0.05,-0.09
253,AMD,30/06/2015,2015,1,2497,1292,0,1030,778,2.68,-0.23,-173,-15,60,-0.1,-0.17
254,AMD,30/09/2015,2015,2,2451,1399,0,942,779,2.4,-0.23,-231,196,59,-0.12,-0.17
255,AMD,31/12/2015,2015,3,2466,1449,0,1061,790,1.72,-0.25,-290,179,61,-0.1,-0.1
256,AMD,31/03/2016,2015,4,2320,1403,0,958,792,2.87,-0.13,-226,147,59,-0.13,-0.12
257,AMD,30/06/2016,2016,1,2226,1328,0,832,793,2.85,-0.14,-42,-26,-1,-0.08,-0.05
258,AMD,30/09/2016,2016,2,2506,1581,0,1027,795,5.14,0.08,-127,303,-4,0,0.03
259,AMD,31/12/2016,2016,3,2824,1473,0,1307,926,6.91,-0.5,-98,293,278,-0.02,-0.01
260,AMD,31/03/2017,2016,4,2530,1346,0,1106,935,11.34,-0.06,90,267,122,-0.04,-0.04
276,APD,31/12/1999,1999,4,1782.4,1857.8,0.18,1254.4,213.044,29.25,0.57,1088.9,-1038.6,-51.6,0.52,0.56
277,APD,31/03/2000,2000,1,1863.1,2195.5,0.18,1264.4,229.305,33.5625,0.23,248.8,-370.7,139.8,0.57,0.62
278,APD,30/06/2000,2000,2,1894.7,1709.6,0.18,1347.2,229.305,28.4375,0.22,501.6,-549.1,73.4,0.61,0.64
279,APD,30/09/2000,2000,3,1948.5,1684.1,0.18,1406.4,213.313,30.8125,-0.9,877.3,-1398.4,573.9,0.61,0.64
280,APD,31/12/2000,2000,4,1805,1374.8,0.19,1449.1,214.219,36,1.01,1174,-1227.6,80.1,0.61,0.62
281,APD,31/03/2001,2001,1,1832.7,1285.4,0.19,1475.8,214.561,41,0.62,283.9,-124.2,-161.6,0.52,0.54
282,APD,30/06/2001,2001,2,1904.9,1441.8,0.19,1534.5,214.185,38.4,0.43,379.9,-273.6,-97.2,0.6,0.6
283,APD,30/09/2001,2001,3,1780.1,1195.9,0.19,1450.9,215.443,45.75,0.6,688.4,-465.4,-198.6,0.53,0.6
284,APD,31/12/2001,2001,4,1684.8,1352.4,0.2,1396.6,215.463,38.58,0.47,1084,-277.7,-832.9,0.54,0.52
285,APD,31/03/2002,2002,1,1628.6,1247.4,0.2,1316.5,215.961,46.91,0.52,273.8,-191.7,-78,0.54,0.56
286,APD,30/06/2002,2002,2,1631.3,974.3,0.2,1312.7,217.714,51.65,0.57,477.1,-78.8,-359.9,0.6,0.63
287,APD,30/09/2002,2002,3,1781,1110.5,0.2,1374,218.303,50.47,0.63,724.7,-215.3,-393.5,0.64,0.65
288,APD,31/12/2002,2002,4,1909.3,1256.2,0.21,1398,218.536,42.01,0.65,1063.9,-493.6,-385,0.59,0.58
289,APD,31/03/2003,2003,1,1834.5,1282.2,0.21,1447,219.053,42.75,0.56,263.2,-338.3,-78.6,0.53,0.51
290,APD,30/06/2003,2003,2,1923.1,1333.9,0.21,1578.1,219.417,41.43,0.51,440.1,-494.1,-131.7,0.55,0.55
291,APD,30/09/2003,2003,3,2018.4,1167.4,0.21,1629.9,219.941,41.6,0.12,730.5,-580.9,-273.4,0.59,0.58
292,APD,31/12/2003,2003,4,2067.9,1581.2,0.23,1642.3,221.424,45.1,0.58,1036,-1046.6,-182.7,0.56,0.58
293,APD,31/03/2004,2004,1,2214.7,1441.4,0.23,1684.9,222.954,52.83,0.58,205.7,-172.2,-20.6,0.61,0.62
294,APD,30/06/2004,2004,2,2325.5,1899.6,0.23,1856.5,224.082,50.12,0.62,372,-367.6,56.2,0.67,0.71
295,APD,30/09/2004,2004,3,2337.8,1664,0.23,1892.5,224.846,52.45,0.71,696.1,-556,-138.2,0.73,0.73
296,APD,31/12/2004,2004,4,2416.9,1705.6,0.29,1977.5,225.775,54.38,0.73,1085.9,-762.7,-256.8,0.68,0.72
297,APD,31/03/2005,2005,1,2611,1804.9,0.29,1991,227.074,57.97,0.72,355.3,-260.7,25.4,0.77,0.75
298,APD,30/06/2005,2005,2,2771.2,1845.4,0.29,2003.3,229.188,63.29,0.75,670.1,-456.6,48.8,0.81,0.82
299,APD,30/09/2005,2005,3,2422.5,1810,0.32,1780.3,223.228,60.3,0.82,936.2,-701.1,-298.4,0.77,0.79
300,APD,31/12/2005,2005,4,2414.7,1943.2,0.32,1993.7,221.899,55.14,0.79,1375.8,-973.4,-492.7,0.78,0.8
301,APD,31/03/2006,2006,1,2463,1729.7,0.32,2015.8,222.343,59.19,0.8,271.9,-285.3,28.7,0.87,0.89
302,APD,30/06/2006,2006,2,2563,1894,0.32,2229.5,223.747,67.19,0.89,552.9,-719.8,184.7,0.91,0.92
303,APD,30/09/2006,2006,3,2612.5,2061.2,0.34,2245.7,221.331,63.92,0.92,899.2,-946.2,48.7,0.92,0.94
304,APD,31/12/2006,2006,4,2612.6,2323.4,0.34,2359.4,217.251,66.37,0.57,1346.2,-946.7,-422.6,0.93,1.03
305,APD,31/03/2007,2007,1,2650.1,2406,0.34,2267.8,216.448,70.28,1.03,162.4,-212.8,80.1,1.01,1.02
306,APD,30/06/2007,2007,2,2908.7,2262.3,0.34,2298,216.584,73.96,1.02,381.4,-485.1,103.5,1.06,1.16
307,APD,30/09/2007,2007,3,3014.9,2723.5,0.38,2416.2,216.073,80.37,1.28,806.5,-1215.6,403.3,1.14,1.17
308,APD,31/12/2007,2007,4,2858.4,2422.7,0.38,3055.8,215.356,97.76,1.31,1497.4,-1483,-14.9,1.13,1.16
309,APD,31/03/2008,2008,1,2863.8,2224.6,0.38,2407.4,214.449,98.63,1.19,366.7,-334.3,21.9,1.2,1.23
310,APD,30/06/2008,2008,2,2991.5,2453.7,0.38,2542.7,210.663,92,1.43,631.1,-332,-204.2,1.31,1.32
311,APD,30/09/2008,2008,3,3121.6,2128.5,0.44,2749.7,211.838,98.86,0.32,1129.5,-510.7,-538.2,1.25,1.26
312,APD,31/12/2008,2008,4,2848.1,2212,0.44,2714.7,209.335,68.49,1.21,1679.6,-919.8,-698.5,0.97,0.97
313,APD,31/03/2009,2009,1,2833.4,2221.9,0.44,2195.3,209.653,50.27,0.32,199.2,-305.3,122.9,0.82,0.89
314,APD,30/06/2009,2009,2,2596.4,1996.3,0.44,1955.4,209.829,56.25,0.97,453.7,-550.9,78,0.98,1.05
315,APD,30/09/2009,2009,3,2571.1,1792.8,0.45,1976.2,210.082,64.59,0.53,857.2,-778.9,-109.7,1.12,1.15
316,APD,31/12/2009,2009,4,2997.8,2503.6,0.45,2129.3,211.26,77.58,1.13,1322.9,-1040.4,101.5,1.14,1.16
317,APD,31/03/2010,2010,1,2783.2,2144.9,0.45,2173.5,212.153,81.06,1.16,193.9,-275.4,-83.7,1.2,1.23
318,APD,30/06/2010,2010,2,2822,2345.7,0.45,2249,212.353,73.95,1.16,542.7,-578.7,-219.1,1.28,1.28
319,APD,30/09/2010,2010,3,2945.4,2312.8,0.49,2252.3,212.537,64.81,1.17,1033.2,-807.9,-300,1.32,1.35
320,APD,31/12/2010,2010,4,3033.8,2244.1,0.49,2351.2,213.803,82.82,1.25,1522.4,-1056.5,-579.7,1.34,1.35
321,APD,31/03/2011,2011,1,2870.2,1937.1,0.49,2292.5,214.92,90.95,1.23,336.6,-276.8,-190.6,1.39,1.41
322,APD,30/06/2011,2011,2,2976.5,2211.3,0.49,2403,211.897,90.18,1.39,626.7,-480.5,-255.9,1.46,1.46
323,APD,30/09/2011,2011,3,3276.5,2103.8,0.58,2472,213.133,95.58,1.5,1128.7,-851.2,-232.4,1.51,1.51
324,APD,31/12/2011,2011,4,3189.8,2342,0.58,2506.2,210.185,76.37,1.51,1753.2,-1212.2,-484.5,1.36,1.36
325,APD,31/03/2012,2012,1,3176.2,2337.2,0.58,2321.5,210.606,85.19,1.16,430.7,-357,-88.3,1.33,1.31
326,APD,30/06/2012,2012,2,3342.9,2539.4,0.58,2344.3,211.432,91.8,1.38,751.2,-771.3,-73.1,1.41,1.41
327,APD,30/09/2012,2012,3,3033.1,2135.4,0.64,2340.1,211.707,80.73,2.26,1276.7,-674.9,-637.6,1.43,1.42
328,APD,31/12/2012,2012,4,3415.8,2689.9,0.64,2605.8,212.476,82.7,0.65,1798.7,-1669.8,-78.4,1.29,1.3
329,APD,31/03/2013,2013,1,3563.1,2966.9,0.64,2562.4,207.625,84.02,1.31,283.6,-356.6,157.1,1.37,1.37
330,APD,30/06/2013,2013,2,3379.2,3221.6,0.64,2484.2,208.331,87.12,1.38,608,-703.1,42.7,1.36,1.36
331,APD,30/09/2013,2013,3,3480.7,3357.7,0.71,2547.3,209.646,91.57,1.36,1064.5,-1219.4,125.1,1.47,1.47
332,APD,31/12/2013,2013,4,3439.1,3227.6,0.71,2586.5,211.179,106.57,0.64,1567.4,-1698.2,115.4,1.33,1.34
333,APD,31/03/2014,2014,1,3330.1,3145.2,0.71,2545.5,211.673,111.78,1.35,546.9,-375.8,-238.2,1.35,1.32
334,APD,30/06/2014,2014,2,3299.9,3110.3,0.71,2581.9,212.276,119.04,1.32,1025.4,-781.6,-337.7,1.45,1.46
335,APD,30/09/2014,2014,3,3339.8,3156.1,0.77,2634.6,213.016,128.62,1.46,1584.7,-1220.3,-482.7,1.61,1.66
336,APD,31/12/2014,2014,4,3294.8,2963,0.77,2677,213.539,130.18,0.48,2187.1,-1628.2,-661.4,1.49,1.55
337,APD,31/03/2015,2015,1,3137.2,3001.9,0.77,2560.8,214.274,144.23,1.5,486.6,-463.2,-111.9,1.55,1.55
338,APD,30/06/2015,2015,2,3114.5,3081.3,0.77,2414.5,214.765,151.28,1.33,967.2,-839.8,-256.6,1.58,1.65
339,APD,30/09/2015,2015,3,3102.3,2918.9,0.81,2470.2,214.982,136.83,1.47,1657.9,-1239,-528.7,1.8,1.82
340,APD,31/12/2015,2015,4,2910.8,3648.1,0.81,2449.4,215.359,127.58,1.58,2437.8,-1599.7,-945.4,1.71,1.78
341,APD,31/03/2016,2016,1,2779,3572.4,0.81,1866.3,215.65,130.11,1.67,573.5,-301.4,-198,1.81,1.82
342,APD,30/06/2016,2016,2,3031.2,3839.1,0.81,1777.4,216.082,144.05,-2.17,1062.4,-563.7,-398.9,1.9,1.92
343,APD,30/09/2016,2016,3,3378.8,3658.9,0.86,1914.5,216.55,142.04,1.59,1774.9,-819.4,-650.8,1.98,2.01
344,APD,31/12/2016,2016,4,4317.3,3283.3,0.86,1945.5,217.351,150.34,1.8,2627.5,-1069,-271.1,1.48,1.47
361,ALK,31/12/1999,1999,3,495.4,600.6,0,589.1,26.403,40.6875,2.07,323.9,-294.7,18.2,0.14,0.14
362,ALK,31/03/2000,1999,4,581.9,618.7,0,502,26.411,35.125,0.64,330.1,-467.9,240.9,0.02,-0.07
363,ALK,30/06/2000,2000,1,597,727,0,489.7,26.439,30.0625,-2.5,50.2,-51.5,-5.6,0.23,0.2475
364,ALK,30/09/2000,2000,2,605.9,760.7,0,552.8,26.444,27.125,0.33,152.4,-151.2,-13.8,0.4,0.15
365,ALK,31/12/2000,2000,3,699.3,781.2,0,602.3,26.445,24,0.6,251.4,-346.2,99.8,-0.21,-0.2725
366,ALK,31/03/2001,2000,4,805.7,710.8,0,532.4,26.457,29.75,-1.09,265,-570,273.6,-0.16,-0.3125
367,ALK,30/06/2001,2001,1,747.4,741.1,0,516.4,26.478,25.7,-1.35,54.3,-40.2,-30.3,0.04,0.0375
368,ALK,30/09/2001,2001,2,749.4,767.5,0,582.8,26.491,28.9,0.13,123.7,-208.4,19.3,0.11,0.0675
369,ALK,31/12/2001,2001,3,1006.5,748.8,0,587.5,26.528,19.97,0.99,269.5,-572.5,232.6,-0.55,-0.5925
370,ALK,31/03/2002,2001,4,919,752,0,466.1,26.528,29.1,-1.41,286.5,-218.2,321.1,-0.38,-0.325
371,ALK,30/06/2002,2002,1,940.1,761.8,0,500.1,26.546,33.29,-3.21,-27.8,-101.3,-7.3,-0.09,-0.0425
372,ALK,30/09/2002,2002,2,1010.6,813.1,0,575.7,26.549,26.1,-0.11,81.6,-309,7,0.07,0.0975
373,ALK,31/12/2002,2002,3,954.1,747.3,0,620.6,26.549,17.7,0.47,117.1,-298.2,-1,-0.37,-0.405
374,ALK,31/03/2003,2002,4,976.3,777.9,0,527.7,26.574,21.65,-1.62,124.5,-361.4,15.1,-0.51,-0.53
375,ALK,30/06/2003,2003,1,990.3,831.8,0,518.7,26.606,15.66,-2.12,-4.8,-168.1,109.7,-0.08,0.0075
376,ALK,30/09/2003,2003,2,1093.7,893.6,0,610.6,26.641,21.45,1.7,187,-510.7,169.3,0.29,0.38
377,ALK,31/12/2003,2003,3,1122.6,860.9,0,702.2,26.697,27.82,1.52,272.5,-508.6,188.8,-0.15,-0.195
378,ALK,31/03/2004,2003,4,1148.3,1017.4,0,613.3,26.762,27.29,-0.6,355.2,-638.1,206.8,-0.33,-0.3825
379,ALK,30/06/2004,2004,1,1232.3,1089.2,0,598,26.804,24.66,-1.59,21.6,-97.8,48.2,-0.02,0.0775
380,ALK,30/09/2004,2004,2,1253.1,1033.1,0,701.3,26.846,23.87,-0.06,188.8,-127,-48.6,0.39,0.52
381,ALK,31/12/2004,2004,3,1293.6,963.4,0,768.2,26.886,24.78,2.29,283.5,-157.2,-96.3,-0.16,-0.1325
382,ALK,31/03/2005,2004,4,1242.3,957.3,0,656.3,27.126,33.49,-1.66,334,-365.7,-106.9,-0.31,-0.385
383,ALK,30/06/2005,2005,1,1234.1,1056.1,0,642.5,27.183,29.44,-2.39,-3.3,229,-7.6,0.16,0.185
384,ALK,30/09/2005,2005,2,1199.1,1085.9,0,756.5,27.232,29.75,0.56,90.3,-82.8,-4.3,0.53,0.54
385,ALK,31/12/2005,2005,3,1308.1,1101.6,0,845.7,27.603,29.06,2.71,180.2,-180,-1.5,0.01,0.005
386,ALK,31/03/2006,2005,4,1540.3,1165.6,0,730.6,33.454,35.72,-1.15,271.9,-481.1,254.8,-0.18,0.02
387,ALK,30/06/2006,2006,1,1601.3,1330.7,0,735.4,33.506,35.45,-2.36,85.2,-132.8,114.5,0.32,0.375
388,ALK,30/09/2006,2006,2,1732.3,1423.2,0,873,39.88,39.42,1.38,237.4,-348.7,178.2,0.52,0.4825
389,ALK,31/12/2006,2006,3,1697.3,1380.5,0,935.7,40.023,38.04,-0.44,388.9,-539,228.8,0,-0.02
390,ALK,31/03/2007,2006,4,1572.3,1236.7,0,790.3,40.294,39.5,-0.29,449.8,-533,240.3,-0.08,-0.0975
391,ALK,30/06/2007,2007,1,1594.1,1380.3,0,759.4,40.439,38.1,-0.26,64.1,-276.5,142.7,0.31,0.29
392,ALK,30/09/2007,2007,2,1629.6,1408.5,0,904.4,40.477,27.86,1.11,267.2,-478,138.3,0.48,0.5075
393,ALK,31/12/2007,2007,3,1468.3,1299.6,0,988.8,40.312,23.09,2.01,373.4,-622.8,99,-0.08,-0.115
394,ALK,31/03/2008,2007,4,1390.3,1388,0,853.4,38.051,25.01,0.19,482,-601.8,93.4,-0.24,-0.245
395,ALK,30/06/2008,2008,1,1541.8,1482.4,0,839.5,36.4,19.62,-1.01,34.4,-221.6,194.8,-0.1,-0.0975
396,ALK,30/09/2008,2008,2,1734,1649.8,0,930.8,36.019,15.34,1.74,104.1,-488.7,359.4,0.21,0.275
397,ALK,31/12/2008,2008,3,1678.7,1540.5,0,1022.9,36.209,20.39,-2.4,141,-606.8,520.8,-0.01,0.1125
398,ALK,31/03/2009,2008,4,1508.9,1360.6,0,827.1,36.274,29.25,-2.08,164.3,-581.3,495.8,-0.12,-0.175
399,ALK,30/06/2009,2009,1,1465.9,1285.6,0,742.4,36.386,17.57,-0.53,15.3,-235.8,174.5,0.13,0.18
400,ALK,30/09/2009,2009,2,1593.9,1340.4,0,843.9,35.741,18.26,0.79,126,-462.6,216.8,0.57,0.5825
401,ALK,31/12/2009,2009,3,1685.8,1282.5,0,967.4,35.251,26.79,2.46,305.6,-593.3,174.6,0.08,0.03
402,ALK,31/03/2010,2009,4,1634.3,1258.3,0,846.1,35.591,34.56,0.67,305.3,-657.4,233.2,0.09,0.09
403,ALK,30/06/2010,2010,1,1651.6,1339.5,0,829.6,35.736,41.23,0.15,54.5,-47.9,-53.1,0.53,0.5725
404,ALK,30/09/2010,2010,2,1739.2,1440.7,0,976.2,35.71,44.95,1.6,333.6,-239.9,-149.8,0.78,0.8025
405,ALK,31/12/2010,2010,3,1768.3,1472,0,1068,35.949,51.03,3.32,506.4,-299,-242.4,0.25,0.32
406,ALK,31/03/2011,2010,4,1662,1424.7,0,958.5,35.924,56.69,1.75,553.7,-295.2,-333.2,0.17,0.2
407,ALK,30/06/2011,2011,1,1596,1484.4,0,965.2,35.875,63.42,2.01,118.8,-33.8,-114.3,0.61,0.61
408,ALK,30/09/2011,2011,2,1675.7,1628,0,1110.2,36.063,68.46,0.78,368.7,-241.9,-149.3,0.78,0.895
409,ALK,31/12/2011,2011,3,1726.3,1518.3,0,1198.1,35.646,56.29,2.12,608.8,-438.6,-192.2,0.28,0.255
410,ALK,31/03/2012,2011,4,1595.5,1509.6,0,1044.3,35.475,75.09,1.76,696,-403.3,-280,0.18,0.195
411,ALK,30/06/2012,2012,1,1656.9,1673.2,0,1039.3,71.196,35.82,0.56,183.3,-173.4,-63.9,0.75,0.765
412,ALK,30/09/2012,2012,2,1698.4,1664.3,0,1213.2,70.724,35.9,0.93,455.7,-410.7,-111.8,1.04,1.045
413,ALK,31/12/2012,2012,3,1716.5,1528.8,0,1272.2,70.165,35.06,2.27,637.3,-513.5,-198.5,0.36,0.35
414,ALK,31/03/2013,2012,4,1737,1501,0,1132.3,70.377,43.09,0.61,753,-645,-88,0.26,0.31
415,ALK,30/06/2013,2013,1,1839,1598,0,1133,70.493,63.96,0.51,212,-151,-88,0.77,0.735
416,ALK,30/09/2013,2013,2,1986,1756,0,1257,70.009,52,1.47,592,-512,-145,1.06,1.105
417,ALK,31/12/2013,2013,3,1935,1650,0.2,1364,69.651,62.62,4.08,822,-680,-223,0.51,0.55
418,ALK,31/03/2014,2013,4,1762,1580,0.2,1210,68.746,73.37,1.11,981,-698,-325,0.61,0.64
419,ALK,30/06/2014,2014,1,1934,1755,0.25,1222,68.789,93.31,1.35,242,-164,-68,1.09,1.13
420,ALK,30/09/2014,2014,2,2020,1864,0.25,1375,68.369,95.05,2.38,635,-582,-111,1.42,1.47
421,ALK,31/12/2014,2014,3,1799,1767,0.125,1465,133.469,43.54,1.45,892,-618,-320,0.91,0.94
422,ALK,31/03/2015,2014,4,1756,1671,0.125,1306,131.481,59.76,1.11,1030,-541,-462,1.1,1.12
423,ALK,30/06/2015,2015,1,1776,1880,0.2,1269,130.444,66.18,1.12,514,-421,-149,1.73,1.76
424,ALK,30/09/2015,2015,2,1654,1927,0.2,1437,128.025,64.43,1.79,889,-594,-357,2.1,2.16
425,ALK,31/12/2015,2015,3,1715,1854,0.2,1515,126.701,79.45,2.14,1229,-727,-521,1.41,1.46
426,ALK,31/03/2016,2015,4,1663,1806,0.2,1377,125.175,80.51,1.51,1584,-930,-688,1.41,1.45
427,ALK,30/06/2016,2016,1,1923,2069,0.275,1347,123.913,82.02,1.46,525,-336,-184,2.09,2.12
428,ALK,30/09/2016,2016,2,2003,2061,0.275,1494,123.08,58.29,2.1,899,-590,-301,2.06,2.2
429,ALK,31/12/2016,2016,3,3600,2123,0.275,1566,123.266,65.86,2.07,1206,-641,1180,1.39,1.56
430,ALK,31/03/2017,2016,4,2050,2535,0.275,1524,123.328,88.73,0.92,1386,-2622,1491,1.04,1.05
446,HON,31/03/2000,1999,4,10422,8272,0.17,6159,795.133,57.6875,0,2374,-291,-1110,0.62,0.63
447,HON,30/06/2000,2000,1,9750,8314,0.1875,6044,798.161,52.6875,0.63,387,-2413,1035,0.77,0.75
448,HON,30/09/2000,2000,2,9851,7995,0.1875,6309,801.051,33.6875,0.76,838,-2482,612,0.76,0.76
449,HON,31/12/2000,2000,3,11186,8269,0.1875,6216,797.486,35.625,0.35,1353,-2558,1279,0.71,0.7
450,HON,31/03/2001,2000,4,10661,7214,0.1875,6454,807.292,47.3125,0.31,1989,-2714,-70,0.62,0.51
451,HON,30/06/2001,2001,1,10291,7078,0.1875,5944,809.281,40.8,0.05,247,-233,-136,0.53,0.55
452,HON,30/09/2001,2001,2,10316,7646,0,6066,811.616,34.99,0.06,777,-450,-293,0.44,0.44
453,HON,31/12/2001,2001,3,10469,8244,0.375,5789,813.189,26.4,-0.38,1357,-680,-549,0.54,0.55
454,HON,31/03/2002,2001,4,9894,6220,0.1875,5853,814.966,33.82,0.14,1996,-906,-893,0.45,0.45
455,HON,30/06/2002,2002,1,9737,6003,0.1875,5199,817.61,38.27,0.46,405,-52,-154,0.55,0.55
456,HON,30/09/2002,2002,2,10247,5983,0.1875,5651,819.29,35.23,0.56,1127,-104,-440,0.51,0.5
457,HON,31/12/2002,2002,3,9976,5366,0.1875,5569,821.051,21.66,0.5,1626,-173,-844,0.5,0.5
458,HON,31/03/2003,2002,4,10195,6574,0.1875,5855,854.493,24,-1.78,2380,-870,-882,0.34,0.32
459,HON,30/06/2003,2003,1,10820,6889,0.1875,5399,857.902,21.36,0.3,473,-195,-9,0.37,0.37
460,HON,30/09/2003,2003,2,11116,6649,0.1875,5749,860.055,26.85,0.37,1026,-308,-296,0.4,0.4
461,HON,31/12/2003,2003,3,11223,6594,0.1875,5768,862.051,26.35,0.4,1696,-381,-645,0.47,0.47
462,HON,31/03/2004,2003,4,11523,6783,0.1875,6187,862.33,33.43,0.47,2199,-680,-895,0.3,0.34
463,HON,30/06/2004,2004,1,12043,7221,0.1875,6178,859.196,33.85,0.34,337,-80,-16,0.38,0.42
464,HON,30/09/2004,2004,2,12017,7053,0.1875,6388,859.572,36.63,0.42,842,84,-621,0.43,0.43
465,HON,31/12/2004,2004,3,12355,7230,0.1875,6395,860.168,35.86,0.43,1487,-140,-892,0.49,0.49
466,HON,31/03/2005,2004,4,12820,8739,0.1875,6640,850.013,35.41,0.3,2253,-584,-1223,0.4,0.42
467,HON,30/06/2005,2005,1,14913,11551,0.2063,6449,853.03,37.21,0.42,329,229,-1,0.5,0.54
468,HON,30/09/2005,2005,2,12870,9672,0.2063,7028,855.147,36.63,0.36,898,-1890,-595,0.53,0.55
469,HON,31/12/2005,2005,3,12569,9706,0.2063,6900,842.759,37.5,0.54,1603,-2058,-1609,0.62,0.62
470,HON,31/03/2006,2005,4,11962,10430,0.2063,7275,829.483,37.25,0.61,2442,-2010,-2716,0.49,0.52
471,HON,30/06/2006,2006,1,12178,9905,0.2269,7241,827.938,42.77,0.52,239,334,-364,0.61,0.63
472,HON,30/09/2006,2006,2,12213,10209,0.2269,7898,818.941,40.3,0.63,1174,-259,-741,0.63,0.66
473,HON,31/12/2006,2006,3,12535,10086,0.2269,7952,816.51,40.9,0.66,1970,-432,-1380,0.72,0.72
474,HON,31/03/2007,2006,4,12304,10135,0.2269,8276,800.592,45.24,0.72,3211,-614,-2649,0.62,0.66
475,HON,30/06/2007,2007,1,12696,10374,0.25,8041,779.718,46.06,0.66,578,-91,-337,0.75,0.78
476,HON,30/09/2007,2007,2,13109,12369,0.25,8538,748.396,56.28,0.78,1561,-257,-910,0.81,0.81
477,HON,31/12/2007,2007,3,13656,12092,0.25,8735,746.77,59.47,0.81,2471,-905,-1045,0.91,0.91
478,HON,31/03/2008,2007,4,13685,11941,0.25,9275,746.554,61.57,0.91,3911,-1782,-1574,0.82,0.85
479,HON,30/06/2008,2008,1,14743,11332,0.275,8895,741.524,56.42,0.85,721,-189,-188,0.93,0.96
480,HON,30/09/2008,2008,2,15459,12227,0.275,9674,744.436,50.28,0.96,1763,-1576,148,0.95,0.97
481,HON,31/12/2008,2008,3,14996,13610,0.275,9275,726.287,41.55,0.97,2532,-1670,-363,0.97,0.97
482,HON,31/03/2009,2008,4,13263,12289,0.275,8712,734.586,32.83,0.97,3791,-2023,-1370,0.54,0.54
483,HON,30/06/2009,2009,1,12781,10938,0.3025,7570,743.849,27.86,0.54,341,-126,-150,0.6,0.6
484,HON,30/09/2009,2009,2,13718,10995,0.3025,7566,752.054,31.4,0.6,1467,-284,-674,0.72,0.8
485,HON,31/12/2009,2009,3,13886,11034,0.3025,7700,763.044,37.15,0.8,2615,-850,-1328,0.9,0.91
486,HON,31/03/2010,2009,4,13936,11147,0.3025,8072,764.209,39.2,0.91,3946,-1133,-2152,0.47,0.5
487,HON,30/06/2010,2010,1,14333,11101,0.3025,7536,766.182,45.27,0.63,743,-381,-249,0.57,0.6
488,HON,30/09/2010,2010,2,14924,10687,0.3025,7926,772.21,39.03,0.73,1833,-1492,-544,0.63,0.64
489,HON,31/12/2010,2010,3,15163,11546,0.3025,8139,780.173,43.94,0.76,3158,-1980,-1301,0.87,0.87
490,HON,31/03/2011,2010,4,15011,11717,0.3025,8749,783,53.16,0.47,4203,-2269,-2047,0.81,0.88
491,HON,30/06/2011,2011,1,16031,11770,0.3325,8672,787.008,59.71,0.88,-443,16,786,0.98,1.02
492,HON,30/09/2011,2011,2,17386,12111,0.3325,9086,782.425,59.59,1.02,695,-74,190,1,1.1
493,HON,31/12/2011,2011,3,17044,12859,0.3325,9298,773.497,43.91,1.1,1356,113,-195,1.04,1.05
494,HON,31/03/2012,2011,4,16134,12275,0.3725,9473,774.7,54.35,-0.4,2833,-611,-1114,0.99,1.06
495,HON,30/06/2012,2012,1,16553,12666,0.3725,9307,779.181,61.05,1.04,196,-122,169,1.12,1.14
496,HON,30/09/2012,2012,2,16644,12812,0.3725,9435,780.569,55.84,1.14,1169,-543,-48,1.14,1.2
497,HON,31/12/2012,2012,3,17746,12713,0.3725,9342,783.372,59.75,1.2,2168,-865,-268,1.09,1.1
498,HON,31/03/2013,2012,4,17598,13045,0.41,9581,782.8,63.47,0.32,3517,-1428,-1206,1.14,1.21
499,HON,30/06/2013,2013,1,17681,13111,0.41,9328,786.784,75.35,1.21,341,-311,-58,1.21,1.28
500,HON,30/09/2013,2013,2,17849,13480,0.41,9693,784.843,79.34,1.28,1597,-863,-650,1.24,1.24
501,HON,31/12/2013,2013,3,19304,14663,0.41,9647,784.672,83.04,1.24,2667,-1554,-133,1.21,1.24
502,HON,31/03/2014,2013,4,21164,14181,0.45,10387,783.8,91.37,1.19,4335,-1959,-433,1.26,1.28
503,HON,30/06/2014,2014,1,21531,14353,0.45,9679,783.12,92.76,1.28,688,-345,-48,1.36,1.38
504,HON,30/09/2014,2014,2,22453,14324,0.45,10253,782.544,92.95,1.38,2029,-1205,-694,1.41,1.47
505,HON,31/12/2014,2014,3,22358,13947,0.45,10108,782.81,93.12,1.47,3262,-1639,-1503,1.42,1.43
506,HON,31/03/2015,2014,4,22191,14773,0.5175,10266,782.2,99.92,1.2,5024,-1876,-2272,1.39,1.41
507,HON,30/06/2015,2015,1,22272,15432,0.5175,9213,781.707,104.31,1.41,421,-920,367,1.49,1.51
508,HON,30/09/2015,2015,2,23180,15574,0.5175,9775,781.762,101.97,1.51,1829,-2545,-70,1.55,1.6
509,HON,31/12/2015,2015,3,23479,16367,0.5175,9611,770.691,94.69,1.6,3495,-2584,-852,1.58,1.58
510,HON,31/03/2016,2015,4,20053,18371,0.595,9982,770.4,103.57,1.53,5454,-6514,102,1.5,1.53
511,HON,30/06/2016,2016,1,19532,15659,0.595,9522,762.115,112.05,1.56,257,-1196,-161,1.64,1.66
